file_name,height,width,bbox,age,race,masked,skintone,emotion,gender,crop_name
82673166.jpg,1333,2000,"[1044.7515026765743, 175.77235161532707, 187.74549197028696, 221.97896318557636]",0,2,0,3,0,0,11230.jpg
70684984.jpg,1333,2000,"[1096.5010363677286, 171.99999999999926, 269.49896363227384, 362.9999999999986]",1,1,0,1,1,1,8194.jpg
65343988.jpg,1333,2000,"[1119.6892521210566, 314.3900699578088, 161.31074787892456, 204.51221444912986]",5,0,0,1,1,0,6572.jpg
106425102.jpg,2000,1333,"[552.4748290286867, 240.9999999999988, 251.058195459569, 337.34164246945704]",5,0,0,1,1,1,316.jpg
77174067.jpg,2000,1333,"[555.9962500000006, 865.0, 313.00249999999966, 382.0000000000001]",0,1,0,0,0,1,9885.jpg
71103902.jpg,1125,2000,"[1535.61702157602, 271.696960985695, 66.48463310399754, 80.22236343777097]",0,1,0,1,0,0,8324.jpg
33519677.jpg,1334,2000,"[869.499561738855, 260.320904118179, 199.50043826114089, 261.14818394935025]",0,1,0,1,1,0,1770.jpg
81176496.jpg,1333,2000,"[874.0815357544224, 152.99999999999991, 236.78923407792814, 339.8710521398923]",0,0,0,1,1,0,10858.jpg
76412811.jpg,2000,1333,"[565.9977499999993, 254.9999999999986, 487.0017499999984, 609.9999999999981]",0,1,0,1,1,1,9686.jpg
5233772.jpg,1333,2000,"[1172.5229434945477, 302.47894860813693, 264.17431449818474, 313.71180812835684]",1,1,0,0,1,0,3979.jpg
77061824.jpg,1333,2000,"[593.0052513128277, 120.99999999999986, 200.99249812453053, 285.9999999999997]",2,2,0,2,0,1,9859.jpg
106102984.jpg,1333,2000,"[478.65403196330226, 261.14444391228875, 115.95204754300113, 146.92780641626817]",5,2,0,2,1,0,299.jpg
79040647.jpg,1333,2000,"[686.1029038253971, 353.2002623283192, 94.24514104954541, 165.79973767168138]",0,0,0,1,1,1,10377.jpg
69884882.jpg,1333,2000,"[1150.0257259563505, 185.05796731757277, 194.8446566817903, 252.27267495744272]",1,0,0,1,0,0,7931.jpg
46938459.jpg,1334,2000,"[755.9826403312059, 358.99999999999727, 442.4377283468426, 586.0167051466256]",0,1,0,0,1,1,3228.jpg
image_5417.jpg,1024,1024,"[192.54634146341442, 159.30243902439014, 584.6780487804876, 815.5560975609749]",0,1,0,2,1,1,13861.jpg
57787515.jpg,2000,1333,"[475.73555737585116, 390.99999501075104, 310.396978659218, 397.93864597150855]",0,0,0,1,1,1,4712.jpg
70046738.jpg,1333,2000,"[1035.2523361614142, 207.00053460020763, 207.2466193011782, 287.7634422749477]",0,0,0,1,1,1,7971.jpg
59198754.jpg,1333,2000,"[519.5730156622213, 281.8912884270958, 195.79138382220745, 243.29906810500216]",0,1,0,1,0,0,4973.jpg
1973802.jpg,2000,1333,"[398.0589144093059, 468.99999999999915, 162.82341126790394, 209.28302723107228]",0,1,0,1,1,1,1059.jpg
70327866.jpg,1333,2000,"[843.0037509377333, 190.00000000000034, 257.99424856214074, 294.0000000000002]",0,1,0,1,6,1,8045.jpg
78567867.jpg,1333,2000,"[829.7200400100013, 438.4729500000002, 502.8908727181801, 479.5904200000012]",2,0,0,1,0,0,10245.jpg
86470557.jpg,1333,2000,"[741.0000000000002, 256.99999999999994, 145.99938992000935, 186.99999999999991]",2,0,0,0,1,0,12228.jpg
69498101.jpg,1334,2000,"[1231.4759308300622, 114.59058531009136, 271.7018037972382, 405.05991377755817]",0,1,0,0,1,1,7830.jpg
48455040.jpg,2000,1334,"[343.01507577971114, 249.2433983092884, 291.7453145250581, 525.6942987754976]",1,1,0,0,1,0,3541.jpg
15983443.jpg,1333,2000,"[1260.7366485663847, 242.18647757243892, 301.7924902373598, 397.36937548121995]",0,1,0,1,1,1,869.jpg
83879291.jpg,2000,1333,"[683.9481397503386, 391.7115794454841, 265.2893960550636, 346.7250841959359]",0,0,0,1,1,1,11584.jpg
89714833.jpg,1334,2000,"[737.9999999999827, 288.74256351745925, 205.24321050694863, 329.5009915310038]",0,1,1,1,0,1,12811.jpg
4028607.jpg,2000,1333,"[510.2901997747067, 374.3862104349943, 307.7745005632268, 396.3917522431886]",3,1,0,1,0,1,2231.jpg
68378705.jpg,1330,2000,"[1153.991344765327, 176.23665433533552, 316.05979523916346, 406.0826059729498]",4,1,0,1,0,1,7469.jpg
99858398.jpg,1333,2000,"[903.830134553651, 164.18263669181053, 213.20249486187572, 291.57484812021073]",0,1,0,1,1,0,13654.jpg
73357098.jpg,1333,2000,"[685.9999999999984, 125.00000000000067, 671.9999999999997, 772.9864608075991]",0,0,0,1,0,1,8895.jpg
65037161.jpg,1333,2000,"[800.0030007501858, 340.0000000000002, 368.9962490622652, 522.9999999999992]",2,2,0,2,1,0,6513.jpg
2116342.jpg,1333,2000,"[515.3463341492583, 505.92321205726637, 546.9861456738363, 348.660536767338]",0,1,0,1,0,1,1128.jpg
image_8124.jpg,1024,1024,"[269.9999999999997, 165.0000057376368, 565.9999999999994, 802.999987443721]",0,0,0,1,1,1,14415.jpg
47284936.jpg,1333,2000,"[888.6209754836584, 225.68146497065595, 220.37902451634372, 322.3185350293448]",0,0,0,1,4,0,3295.jpg
56699362.jpg,1334,2000,"[769.0044497549031, 141.00000000000009, 386.99110049019333, 542.9999999999993]",0,1,0,1,1,1,4510.jpg
image_9953.jpg,1024,1024,"[222.49268292682925, 184.53170731707297, 574.4829268292676, 724.9560975609758]",4,0,0,1,1,0,15003.jpg
5504828.jpg,2000,1324,"[669.3810575533126, 333.9999999999994, 149.00815643618208, 283.30999492685703]",1,1,0,0,0,1,4307.jpg
image_3841.jpg,1024,1024,"[207.0897284533643, 178.49114521841733, 557.7166469893747, 755.5242030696562]",1,1,0,2,0,0,14403.jpg
image_9937.jpg,1024,1024,"[250.99999999999977, 189.35773317591472, 578.881936245572, 740.1959858323487]",4,1,0,1,1,1,14471.jpg
81956562.jpg,1333,2000,"[1000.0022505626403, 401.99999999999983, 230.9944986246565, 320.0]",0,0,0,0,1,1,11077.jpg
98486923.jpg,1333,2000,"[1073.338161090699, 137.82389815449758, 214.6618389093012, 269.388677785397]",0,0,0,1,1,1,13576.jpg
43740062.jpg,2000,1328,"[459.14245166305216, 882.6142974556019, 54.95930887502141, 199.62735012717079]",0,1,0,1,0,1,2722.jpg
76979429.jpg,1333,2000,"[761.9989997499323, 354.99999999999807, 204.99974993748273, 316.9999999999979]",0,1,1,1,0,1,9838.jpg
17411452.jpg,1333,2000,"[1251.1762520727266, 396.78495652487857, 215.49639211314064, 241.68273911316328]",1,1,0,1,5,1,940.jpg
63819031.jpg,1333,2000,"[623.2894786010764, 180.20060024066132, 334.59867314758014, 473.5999599125588]",0,0,0,1,1,0,6142.jpg
69364322.jpg,1333,2000,"[918.7870517837468, 193.56014619329437, 449.16579798174877, 609.9179095832326]",0,0,0,1,0,0,7751.jpg
42059770.jpg,2000,1530,"[554.9738272069721, 211.39955060931752, 409.6739446563014, 511.999999999998]",1,0,0,1,1,1,2451.jpg
966469.jpg,1333,2000,"[928.1954563998584, 320.0000000000001, 110.80494786033924, 155.99999999999957]",0,1,0,2,0,0,13439.jpg
74809503.jpg,1354,2000,"[485.13467162594236, 127.00999999999978, 732.3790405343706, 691.1063147077641]",4,1,0,0,0,0,9270.jpg
64371575.jpg,2000,1500,"[850.0000000000007, 30.410939340183727, 384.0216442183198, 487.70690263]",0,0,0,1,0,1,6299.jpg
75026650.jpg,1333,2000,"[1207.7155764610834, 307.00000000000125, 279.28625812784196, 362.7585809674047]",0,1,1,1,0,1,9327.jpg
70823136.jpg,1333,2000,"[874.2528088802978, 224.05278995993282, 316.64585943084643, 412.60875365592244]",0,1,0,1,1,1,8238.jpg
63503729.jpg,1333,2000,"[1199.0660993904135, 252.52217862237381, 174.4104492888145, 235.234112475091]",0,0,0,1,1,0,6051.jpg
image_8905.jpg,1024,1024,"[269.4228571428568, 147.11999999999978, 631.7199999999998, 872.98857142857]",0,0,0,1,1,1,15064.jpg
image_6581.jpg,1024,1024,"[232.99999999999972, 216.39858156028384, 576.2893617021272, 761.1035460992908]",1,0,0,1,1,0,14436.jpg
58784919.jpg,1333,2000,"[1223.0017504376003, 86.99999999999892, 419.99724931232197, 572.9999999999965]",1,0,0,1,0,0,4875.jpg
44920169.jpg,1733,2000,"[826.7556838464249, 616.112773510244, 227.48863230715247, 302.3029742919341]",1,0,0,1,1,1,2901.jpg
image_5928.jpg,1024,1024,"[231.2585365853662, 193.819512195122, 570.2487804878047, 785.6243902439018]",1,2,0,2,0,0,14878.jpg
68253848.jpg,1333,2000,"[1198.1932449432989, 285.0000000000005, 161.77046559379218, 233.99999999999994]",0,1,0,0,1,1,7414.jpg
73660534.jpg,2000,1500,"[256.0000000000001, 556.6103365620485, 322.5313205770838, 432.1727644065673]",0,0,0,1,5,1,8988.jpg
73290571.jpg,1335,2000,"[1294.518407212622, 205.9999999999999, 219.22764838467313, 275.24467225227085]",0,1,0,1,1,1,8873.jpg
image_577.jpg,1024,1024,"[236.4923258559623, 207.62573789846516, 569.9563164108615, 719.3896103896109]",0,0,0,1,1,0,14497.jpg
82366958.jpg,1333,2000,"[481.99471264008076, 181.99999999999937, 232.0069142398914, 333.99999999999864]",1,0,0,1,0,1,11183.jpg
72078980.jpg,1125,2000,"[670.2275705164591, 495.4921732526755, 24.859831917767817, 57.465263557591165]",3,0,0,1,0,0,8547.jpg
42839946.jpg,1334,2000,"[831.9286170552638, 319.9214366500534, 758.0128668955439, 800.3825505973576]",4,1,0,1,0,1,2567.jpg
88383300.jpg,2000,2000,"[678.6575069643998, 1150.539034290185, 110.97889705285904, 91.03737648867437]",5,0,0,1,1,1,12654.jpg
17255218.jpg,2000,1333,"[605.1987715496044, 398.708422131879, 389.0712743657435, 465.4121645446679]",0,1,0,1,1,1,936.jpg
72055493.jpg,1333,2000,"[590.6952510626103, 327.34549079173, 193.30474893739057, 228.143933361407]",1,1,0,1,0,0,8543.jpg
74436036.jpg,1333,2000,"[847.3039950664919, 256.1824256820536, 245.25280888031926, 316.00771477894614]",0,1,0,1,4,1,9146.jpg
62832339.jpg,1333,2000,"[777.6168127631839, 163.5465429076451, 281.3831872368117, 377.7720878835686]",0,0,0,0,1,1,5829.jpg
86808302.jpg,1333,2000,"[443.25365588087527, 86.24979952492068, 198.49268823824403, 269.254719651394]",3,1,0,1,1,1,12298.jpg
76264909.jpg,2000,1333,"[574.9793784277846, 273.99999999999716, 159.03007312613968, 197.99999999999713]",0,0,0,2,1,0,9651.jpg
58410353.jpg,2000,1428,"[857.9716609859696, 672.0000000000001, 101.7570847535082, 141.41170809246748]",0,1,0,1,0,0,4801.jpg
65859143.jpg,1333,2000,"[847.0015003750939, 362.99999999999955, 267.9952488122034, 361.9999999999988]",0,1,0,2,1,1,6695.jpg
69426479.jpg,1333,2000,"[811.2592036063113, 341.77926870836313, 297.740796393689, 434.75860844363666]",0,0,0,1,1,0,7780.jpg
74666892.jpg,1333,2000,"[1270.8577350672679, 205.90835475362866, 293.35669869954194, 379.0458226231831]",0,1,0,0,0,0,9207.jpg
6020960.jpg,2000,1333,"[848.5280242112987, 551.6711272457426, 193.0339213131587, 158.1473879113767]",0,1,0,1,0,1,5177.jpg
46376043.jpg,2000,1637,"[455.21997248422923, 248.48357940721883, 365.4177314647544, 492.1447384548414]",0,0,0,1,1,1,3135.jpg
85751970.jpg,1333,2000,"[892.4473760198362, 362.9999999999968, 174.68420516246093, 205.7538716335578]",0,2,0,2,1,0,12026.jpg
1097338.jpg,2000,1341,"[506.9965454545399, 497.9999999999999, 331.00552727272446, 422.99999999999807]",0,1,0,1,1,1,425.jpg
14130340.jpg,1334,2000,"[552.8791749197466, 258.34477984483436, 358.5520225593142, 464.5579659004014]",1,1,0,1,1,1,744.jpg
1360912.jpg,2000,1500,"[437.70731707317094, 0.0, 624.5365853658542, 472.60975609756093]",0,1,0,1,1,1,686.jpg
59685443.jpg,1333,2000,"[646.2843884615065, 466.31569675120903, 45.38987403839306, 67.56837160063637]",0,0,0,1,0,1,5059.jpg
13469454.jpg,1333,2000,"[1192.115377095618, 146.2578957202151, 266.8846229043802, 357.7421042797849]",0,1,0,1,1,0,677.jpg
55259481.jpg,1333,2000,"[1111.2373047740173, 246.9999999999994, 174.1341929600074, 224.9999999999997]",0,0,0,1,1,0,4335.jpg
66595723.jpg,1333,2000,"[938.000000000001, 274.2644628099179, 158.98797858743336, 228.24342599549274]",0,1,0,0,0,0,6869.jpg
67410718.jpg,1333,2000,"[803.3128231436997, 268.5719806957002, 93.20423994943042, 122.42801930429833]",0,0,0,0,1,1,7164.jpg
95278898.jpg,2000,1333,"[423.00042871690425, 456.9999999999999, 218.99442668024446, 282.99999999999943]",0,0,0,1,1,1,13319.jpg
48103628.jpg,1333,2000,"[1502.6390255594308, 293.9999999999988, 220.93170636045457, 299.91822275072116]",0,0,0,1,1,0,3462.jpg
77266876.jpg,1108,1478,"[669.99952481207, 289.0, 302.00126716781364, 371.9999999999996]",0,1,1,1,0,1,9911.jpg
image_10425.jpg,1024,1024,"[98.50531286894912, 172.52184179456876, 629.1959858323487, 793.7933884297505]",1,1,0,0,0,0,13915.jpg
60937721.jpg,2000,1333,"[385.8174487514418, 256.0000000000004, 415.7160864102203, 435.3887722243152]",0,0,0,1,0,1,5331.jpg
61799173.jpg,1334,2000,"[1120.3233489512918, 149.29270955246514, 319.1820075541149, 418.5334000253347]",1,1,0,1,1,0,5550.jpg
72034035.jpg,1334,2000,"[973.9947256981688, 150.0207125862024, 224.01054860364323, 335.98364795825694]",1,0,0,0,0,1,8533.jpg
94395886.jpg,2000,1333,"[586.0037500000021, 411.0000000000013, 365.9904999999998, 247.00000000000023]",0,0,0,1,0,1,13239.jpg
88650005.jpg,1125,2000,"[1187.7397193533022, 117.28280903697556, 261.5118474527248, 310.457531704338]",4,0,0,0,0,0,12694.jpg
image_3289.jpg,1024,1024,"[147.4460093896719, 146.70422535211247, 576.5258215962407, 801.859154929574]",0,2,0,3,0,0,14730.jpg
60939979.jpg,1333,2000,"[1161.3426838861544, 348.54907774575537, 166.98497076951887, 219.8901844508593]",0,1,0,1,0,0,5332.jpg
91970977.jpg,1333,2000,"[582.776320482845, 281.2418485056281, 215.60525645307894, 246.73127943819023]",0,2,0,3,1,0,13046.jpg
83898026.jpg,1190,2000,"[678.1772151898739, 461.6808510638299, 464.8354430379741, 592.0771276595731]",2,1,0,0,0,1,11586.jpg
2653219.jpg,2000,1333,"[397.01311132217126, 331.0000000000002, 769.675974458179, 884.9090916650372]",0,1,0,1,0,1,1449.jpg
43451014.jpg,1333,2000,"[1161.0585361273875, 586.6121727808477, 116.71963184119734, 158.68414517725023]",2,1,0,0,0,0,2680.jpg
49408911.jpg,1333,2000,"[1203.1805319977204, 195.18601966522846, 171.81946800227988, 261.0226469896133]",0,0,0,1,1,1,3722.jpg
59484515.jpg,1125,2000,"[1143.813828237711, 247.00000000000006, 191.57826991216763, 245.20592644403615]",0,0,0,0,1,1,5017.jpg
68611679.jpg,1333,2000,"[950.2092132305924, 221.03143257124054, 268.0486824896251, 370.7823970939449]",0,1,1,1,1,1,7573.jpg
95462824.jpg,2000,2000,"[863.4000000000041, 388.8000000000013, 239.10000000000107, 290.8000000000015]",0,0,0,1,0,1,13342.jpg
1145376.jpg,2000,1328,"[590.9311740890672, 1195.7831325301188, 245.66801619433113, 399.09638554216525]",0,1,0,0,1,1,458.jpg
96006280.jpg,1333,2000,"[669.9971701786203, 220.0000000000001, 197.0044468621673, 257.99999999999983]",0,0,0,1,1,0,13388.jpg
64595737.jpg,1250,2000,"[1431.159975051675, 380.3133624397154, 47.263331254304184, 66.21659390071281]",1,1,0,0,1,0,6369.jpg
59601336.jpg,1291,2000,"[443.82470447877864, 278.2514104238892, 305.2053514214974, 394.96247231213124]",0,1,0,1,5,1,5051.jpg
16987186.jpg,1331,2000,"[1017.2098262094271, 330.805016434577, 263.01071301081913, 311.48564788663305]",0,1,0,1,1,1,924.jpg
image_8377.jpg,1024,1024,"[174.5252525252523, 177.8282828282828, 565.4747474747494, 781.6161616161619]",1,0,0,0,0,0,14649.jpg
86155473.jpg,1333,2000,"[1367.405063291138, 0.0, 535.5949367088599, 501.92042755344386]",0,1,0,1,1,1,12143.jpg
47651574.jpg,1333,2000,"[1093.8051821511287, 278.3855461309099, 216.0269418874568, 319.36134672726155]",0,0,0,1,1,1,3390.jpg
64946420.jpg,1334,2000,"[731.0126646870337, 138.0, 441.98014724735737, 579.9999999999998]",0,1,0,1,1,1,6482.jpg
image_7386.jpg,1024,1024,"[253.7328605200948, 210.00945626477534, 563.5791962174939, 739.8321513002365]",0,1,0,1,1,1,14268.jpg
57592992.jpg,1333,2000,"[1384.0037509377346, 146.9999999999999, 149.99624906226703, 224.99999999999994]",0,0,0,1,1,1,4670.jpg
46587432.jpg,1333,2000,"[1380.1792848046036, 235.00000000000009, 332.88553535091194, 577.5570090759251]",2,1,0,0,0,1,3174.jpg
58526012.jpg,1333,2000,"[667.7300743472844, 38.00000000000123, 780.582811658578, 933.4706317739352]",0,0,0,1,0,1,4815.jpg
75351535.jpg,1333,2000,"[1395.0111783544141, 125.0000000000002, 372.5765254557295, 450.7999001825619]",2,1,0,1,3,0,9387.jpg
74804448.jpg,1333,2000,"[392.4409056809653, 279.99999999999966, 473.5590943190322, 536.3894599169862]",1,1,0,1,1,0,9266.jpg
64809554.jpg,1634,2448,"[1606.1841199485116, 130.12320238235316, 266.3736475556331, 347.8767976176438]",0,1,0,0,0,0,6449.jpg
39458625.jpg,1333,2000,"[1014.9681114738893, 180.04026447590604, 348.09566557830254, 466.2887104395938]",0,1,0,1,1,0,2123.jpg
55520078.jpg,1333,2000,"[1354.0032508127015, 158.99999999999994, 239.99999999999943, 286.99999999999943]",0,0,0,0,1,0,4396.jpg
84800239.jpg,1333,2000,"[917.9989997499376, 210.67724823617, 165.0022505626407, 211.32275176382925]",0,0,0,0,5,0,11827.jpg
70823450.jpg,1333,2000,"[962.9902292009668, 100.74913127465884, 159.21367911863942, 203.25086872533882]",0,0,0,0,1,1,8239.jpg
68290668.jpg,1333,2000,"[597.6217976501154, 328.63323980266074, 268.37820234988317, 324.0501039258117]",0,0,0,1,1,0,7432.jpg
95387269.jpg,1333,2000,"[917.002750687672, 344.0, 232.99799949987516, 309.99999999999983]",0,1,0,1,1,0,13331.jpg
50225464.jpg,2000,1333,"[672.3056219140248, 653.9025792041032, 75.82818630687316, 108.097420795896]",0,0,0,0,1,1,3843.jpg
76652312.jpg,2000,1333,"[286.0045000000007, 380.99999999999915, 278.9982499999986, 307.9999999999995]",0,1,0,1,0,1,9745.jpg
93945083.jpg,1333,2000,"[435.9995932800063, 228.99999999999986, 183.00162687997377, 259.99999999999983]",0,0,0,0,0,1,13198.jpg
10152563.jpg,2000,1333,"[540.7418849961368, 786.3081575600074, 266.7861392151872, 319.183318207106]",0,1,1,0,0,0,82.jpg
68855706.jpg,1333,2000,"[671.1545284443215, 509.09620624167934, 59.84547155567761, 66.64031989231417]",0,0,0,0,1,1,7629.jpg
48103628.jpg,1333,2000,"[301.3387565762463, 312.7027414505028, 206.2893634960301, 305.330161208318]",0,0,0,0,0,1,3463.jpg
45954255.jpg,1333,2000,"[1488.6356660472413, 513.3301476041983, 88.06114862994441, 103.33970479160723]",2,1,0,1,1,1,3068.jpg
83247132.jpg,2000,1500,"[621.3157948375376, 377.2105298916912, 73.63157268954063, 96.32894446300095]",0,2,0,2,0,0,11365.jpg
81735343.jpg,1333,2000,"[1401.712195759695, 860.2148303815333, 68.57560848060945, 93.1406784738346]",0,0,0,1,0,0,11014.jpg
4569122.jpg,2000,1333,"[581.9546872687336, 532.2220373218088, 169.93482182501776, 210.0891477494599]",0,1,0,0,0,0,3011.jpg
19051543.jpg,1333,2000,"[739.7819660014795, 186.06087482362392, 567.1236981791308, 715.4434589800442]",2,1,0,1,1,1,1032.jpg
image_9459.jpg,1024,1024,"[240.3314285714281, 197.4285714285714, 574.0171428571425, 757.3999999999994]",1,0,0,1,1,0,13734.jpg
image_5866.jpg,1024,1024,"[279.8512396694215, 149.04368358913806, 611.6127508854781, 834.0023612750874]",0,1,0,2,1,1,14862.jpg
72767602.jpg,2000,1334,"[576.3115020427617, 64.03723495430155, 388.77138378053917, 462.0664077638542]",0,0,0,0,4,1,8739.jpg
61925589.jpg,1334,2000,"[1152.9892869891805, 261.1884458613931, 304.52678252704857, 396.8115541386041]",0,1,0,1,1,0,5597.jpg
29519810.jpg,1324,2000,"[926.0062645878969, 266.0000000000003, 258.99686770604893, 359.9999999999995]",0,1,0,1,0,0,1572.jpg
1600586.jpg,1331,2000,"[1178.844216693322, 673.2550314503761, 189.70793735108018, 228.0430686513662]",0,1,0,1,1,1,870.jpg
4733653.jpg,2000,1333,"[677.9387873155072, 698.4907038545261, 522.7671603453947, 843.0686943207746]",0,1,1,1,1,1,3317.jpg
image_6493.jpg,1024,1024,"[161.95035460992884, 165.61560283687948, 544.9049645390064, 777.5063829787229]",0,1,0,1,0,0,14335.jpg
65324595.jpg,1333,2000,"[593.5823970399005, 186.46290429140828, 253.41760296010824, 336.22410572437644]",3,1,0,0,3,0,6566.jpg
106666681.jpg,1334,2000,"[513.5744441146329, 718.4812602004015, 210.19148137154548, 235.2887561202429]",0,1,0,0,0,0,330.jpg
64806483.jpg,1333,2000,"[1411.3821138211379, 0.0, 316.6178861788614, 311.11829268292666]",0,0,0,1,1,1,6447.jpg
image_4945.jpg,1024,1024,"[254.73199527744953, 163.6387249114523, 584.0448642266816, 810.9149940968114]",0,0,0,1,1,0,13871.jpg
8524220.jpg,2000,1333,"[556.8836333974199, 353.3470391865259, 332.11636660257454, 386.4976981150287]",0,1,0,1,1,1,11945.jpg
46069371.jpg,1333,2000,"[708.9992498124531, 132.99999999999994, 503.9962490622644, 507.0000000000003]",4,1,0,1,0,1,3089.jpg
93662605.jpg,1333,2000,"[802.2557449556632, 142.39190864591657, 294.7358987451873, 403.85762357889996]",1,1,0,1,1,0,13169.jpg
80309497.jpg,1333,2000,"[965.8714448727401, 503.267009913803, 54.57976965631811, 84.73299008619611]",0,0,0,1,1,1,10637.jpg
50046544.jpg,1396,2000,"[614.0005806394607, 210.00000000000017, 449.00029031973105, 490.0000000000001]",0,1,0,1,1,1,3811.jpg
3219704.jpg,2000,1338,"[376.9306255325286, 328.22101999999893, 553.0191338780393, 727.5579599999998]",0,1,0,1,1,1,1713.jpg
46659898.jpg,1333,2000,"[1281.7389974708196, 249.51476422657902, 234.2788903764885, 296.8772833046719]",0,1,0,1,0,1,3187.jpg
59524633.jpg,1333,2000,"[1175.260162601625, 121.99999999999982, 232.97560975609767, 386.3743902439019]",0,0,0,1,1,1,5024.jpg
71092470.jpg,1334,2000,"[746.6143498533291, 461.40082083736405, 425.3856501466828, 611.5120441979902]",0,1,0,1,1,1,8323.jpg
43070628.jpg,1333,2000,"[1074.9700468538824, 221.00503305948874, 286.58854465492567, 383.4348012385889]",0,0,0,1,1,0,2609.jpg
2128008.jpg,2000,1333,"[637.4057814461682, 680.6719748047421, 280.553005749081, 350.9978783669033]",0,1,0,1,1,0,1137.jpg
76609275.jpg,1625,2000,"[1060.3814921901237, 219.39997434534828, 226.12928124713758, 280.6000256546519]",3,2,0,3,1,0,9740.jpg
60292846.jpg,1333,2000,"[1394.54227711552, 488.1495824785943, 64.26092971137072, 82.4882306624604]",0,2,0,2,1,1,5197.jpg
81948557.jpg,1282,2000,"[1104.1605307409682, 385.72797059823944, 170.27499532897951, 217.27202940176105]",2,1,0,0,0,1,11072.jpg
1624962.jpg,2000,1333,"[789.1429248944132, 1175.4035813613013, 63.06751650342179, 78.47390208805972]",0,1,0,0,0,1,889.jpg
81516828.jpg,1295,2000,"[1041.9999999999939, 357.9940831295842, 85.99999999999928, 205.00591687041538]",0,0,0,1,1,1,10940.jpg
image_959.jpg,1024,1024,"[181.26262626262633, 164.57575757575748, 610.6666666666662, 812.9999999999994]",0,1,0,1,1,0,14145.jpg
94632190.jpg,1333,2000,"[712.9862868152485, 400.8516171656277, 432.74865762374685, 620.9632211177852]",0,1,0,1,0,1,13268.jpg
82738911.jpg,2000,1733,"[913.1359825734519, 511.27129423192963, 111.13030563034044, 166.72870576806747]",0,2,0,2,1,1,11253.jpg
1186478.jpg,2000,1500,"[527.9999999999949, 330.04904036609463, 115.43781162489152, 184.83013455364943]",0,1,0,1,2,0,493.jpg
67688942.jpg,1333,2000,"[890.1733070163657, 194.0000000000001, 350.82669298363845, 450.0562545632037]",0,0,0,0,0,0,7257.jpg
83566448.jpg,1333,2000,"[993.6859154157634, 364.72404440212694, 211.79080807093771, 280.80117612046314]",0,0,0,1,1,0,11485.jpg
5421496.jpg,2000,1334,"[408.249424330427, 533.9195615809357, 109.10520139921718, 154.0804384190637]",0,1,0,1,0,1,4165.jpg
68985131.jpg,1277,2000,"[927.7451599631731, 278.6185650578222, 154.4830344611361, 211.56372141459403]",0,0,0,1,1,1,7658.jpg
79666373.jpg,1400,2000,"[943.9999999999959, 340.66831777763423, 461.5647620847087, 667.7306977148186]",0,0,1,1,0,0,10553.jpg
62411302.jpg,1334,2000,"[806.0315534802475, 1.4040794388405764e-13, 780.4500403229412, 788.1039802666164]",2,0,0,1,1,1,5714.jpg
54372811.jpg,2000,1333,"[571.1941124240157, 717.7547981695247, 139.3656854040033, 187.99999999999972]",0,1,0,1,0,1,4206.jpg
90824035.jpg,1346,2000,"[863.000800091438, 458.99999999999727, 186.99885701223053, 243.99999999999793]",0,0,0,2,0,1,12948.jpg
49609347.jpg,1333,2000,"[556.0015003750935, 324.0000000000004, 243.99924981245235, 283.99999999999915]",0,0,0,1,0,0,3764.jpg
76562294.jpg,2000,1333,"[676.9905484460622, 166.99999999999903, 137.0120292504527, 200.99999999999758]",0,0,0,1,0,0,9727.jpg
71381534.jpg,2000,1333,"[706.0191472244557, 592.5026296017995, 254.98085277553687, 379.4973703981929]",0,1,0,0,0,1,8367.jpg
18281290.jpg,1333,2000,"[838.5874164112645, 336.14910925189366, 255.8667940399832, 352.74462730242857]",0,1,0,0,1,0,981.jpg
97144726.jpg,1333,2000,"[630.001617040788, 109.99999999999989, 198.99878721940766, 265.0]",0,1,0,1,1,1,13473.jpg
59024539.jpg,1333,2000,"[855.2741042743411, 318.99013355524636, 270.8719270501087, 282.68906934067695]",0,2,0,0,0,1,4922.jpg
6523039.jpg,1333,2000,"[1331.0007501875496, 246.99999999999974, 252.99824956239186, 329.99999999999926]",0,1,0,0,1,1,6548.jpg
49388491.jpg,1333,2000,"[802.9999999999993, 194.10671086723792, 369.781645204361, 468.8932891327615]",0,0,0,1,2,1,3718.jpg
80491148.jpg,1333,2000,"[1010.0047511877958, 316.99999999999704, 264.99124781194786, 472.9999999999947]",0,1,0,1,1,1,10694.jpg
75584108.jpg,1271,2000,"[1330.4602145096453, 236.18021558734867, 246.94227987459817, 319.819784412651]",0,1,0,1,1,1,9446.jpg
5453098.jpg,1334,2000,"[1281.7006888205365, 99.32169571455357, 101.37635128682547, 128.1181923474722]",0,1,0,1,1,1,4227.jpg
3829698.jpg,2000,1333,"[956.0019999999993, 251.99999999999912, 321.98674999999855, 414.9999999999987]",1,1,0,1,1,1,2010.jpg
34207173.jpg,1333,2000,"[1042.0027506876731, 37.999999999999964, 386.9967491873026, 509.9999999999997]",1,1,0,0,1,0,1795.jpg
8315144.jpg,2000,1333,"[560.0832743362831, 221.99999999999994, 259.9167256637164, 349.9999999999999]",0,1,0,1,1,1,11336.jpg
14400955.jpg,1334,2000,"[608.3125298401582, 291.4448699858892, 140.2036594960633, 290.2775650070548]",1,1,0,1,1,1,764.jpg
59265496.jpg,800,2000,"[643.397605530739, 27.9837995176219, 202.55423528733004, 232.75283148550142]",0,1,0,1,1,1,4990.jpg
